0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,cEXT,cNEU,cAGR,cCON,cOPN
-0.13035992,0.37877968,0.15105891,0.30690756,0.18124074,-0.55082774,0.5509146,1.2913822,0.037525605,-0.20574345,0.109625086,-0.5114757,0.116935536,0.15553011,-0.113549836,-0.16483627,0.26859215,-0.5994314,-0.30009076,-1.2301545,-0.010296911,0.314456,0.17631967,-0.042185288,0.0939138,0.10957073,-0.3041271,-0.23804465,-0.3355473,0.16170108,0.4934236,0.16822597,0.79406744,-0.67936,-0.40844828,0.96887153,0.3303712,-0.44176868,0.04883022,-0.7545839,-0.070287265,-0.60204643,-0.41467023,-0.13178748,0.50437534,-0.15373853,-0.49706635,-0.47576743,0.5988146,0.3439388,0.35836315,-0.4464104,-0.21426818,-0.065029494,-0.08381492,0.1059023,0.15173909,-0.23649351,-0.40949202,0.19167992,0.11791102,0.110816784,0.5796629,-0.22885542,-0.67064035,0.40101904,0.042203553,0.2590628,-1.0270886,0.302277,-0.058709577,0.3734037,0.21110824,-0.033473346,0.24173285,-0.26800066,0.1686886,-0.317546,-0.71292216,-0.09909663,-0.05800025,-0.2191963,-0.77223074,0.66375846,-0.41094208,-0.31763127,0.28622353,0.44518557,0.35053578,-0.18752632,0.6901401,0.61746395,0.10225891,-0.058232132,0.84832156,0.25054294,0.04092083,0.15126513,-0.1444303,-0.09912803,0,0,1,1,0
-0.20857665,0.22964846,0.23802517,0.1428133,0.1198027,-0.522203,0.5013922,1.4581048,0.08316774,-0.22531159,0.09411048,-0.4070392,0.21410613,0.02674896,-0.1477848,-0.06511603,0.17430048,-0.6453139,-0.24384542,-1.2335163,-0.02321927,0.37389916,0.16171952,-0.12800168,0.23130725,0.2756819,-0.2208944,-0.24213058,-0.34034362,0.039081182,0.31191516,0.21283211,0.7172519,-0.749662,-0.35303998,1.0513252,0.19416618,-0.5524678,-0.073497176,-0.69342697,0.09601376,-0.6711326,-0.36012286,-0.16500339,0.5666539,-0.26470172,-0.4375769,-0.48220432,0.47196737,0.22395869,0.3320755,-0.49684227,-0.37315547,0.10242378,-0.1923563,0.1868931,-0.020799132,-0.40593642,-0.36475754,0.13797905,0.11935638,0.21920191,0.5001367,-0.094342805,-0.6277059,0.4625781,0.114504196,0.35679772,-0.9895126,0.5249617,-0.026090331,0.5623973,0.10288865,0.0015993917,0.30053973,-0.17702514,0.28405404,-0.49206284,-0.78093535,0.032800063,-0.15849444,-0.21172963,-0.8392059,0.6676835,-0.47449818,-0.24840663,0.19426586,0.63716996,0.3437365,-0.30012593,0.65220374,0.53428674,0.14089693,0.19128613,0.76948667,0.29960635,0.08553533,0.04525929,-0.3711139,-0.03678281,1,0,1,0,1
-0.14376985,0.16708325,0.29144582,0.013262401,-0.09286704,-0.69485474,0.56836385,1.2000071,-0.003213484,-0.2792732,-0.12994185,-0.47212243,-0.10097467,-0.06019946,0.28344592,-0.28634185,0.11745441,-0.6780427,-0.22781855,-1.0242175,0.13815084,0.20948164,-0.019239211,-0.2051404,0.06684649,0.2737502,-0.07132375,-0.18799977,-0.42137432,0.36914498,0.37699178,0.11875626,0.4563404,-0.5658207,-0.23672174,0.8355758,0.38284016,-0.3052094,0.035265572,-0.5893078,0.12927611,-0.4484041,0.09046593,-0.06557343,0.5461672,-0.27151504,-0.31850988,-0.42080253,0.19310361,0.34779444,0.2310961,-0.17408203,-0.054220267,-0.109531485,-0.33912024,0.36980307,0.10471114,0.083234884,-0.40434608,0.14111686,0.10774252,0.2255173,0.3110341,0.062151443,-0.675544,0.58169365,0.09121919,0.51450795,-0.5858886,0.27478257,-0.09289307,0.21420544,0.35006973,0.0995512,0.59278893,0.06355597,0.055839628,-0.085196756,-0.33105868,0.18171161,-0.19183089,-0.25572902,-0.5632348,0.58391297,-0.04896695,-0.09725974,0.38573772,0.5600951,0.46295717,-0.17876126,0.5971377,0.23540875,0.036885757,0.0043731853,0.67902327,0.15183473,0.12786482,-0.059086557,-0.13805187,-0.1641302,1,0,1,1,1
-0.26146844,0.23232865,0.23289475,0.14158884,0.11595062,-0.5517396,0.34209758,1.0906608,-0.11525891,-0.18644919,-0.001180377,-0.42270118,0.13035902,0.07328168,0.1103256,-0.2595024,0.20746551,-0.42406148,-0.13002138,-0.95937794,0.029233553,0.20434532,0.15277982,-0.15014672,0.062358353,0.06858612,-0.26898795,-0.2510388,-0.24616595,0.060939502,0.36983782,0.09912238,0.5052883,-0.46825844,-0.24550007,0.8521913,0.1985105,-0.48747656,-0.110602625,-0.63724756,0.036685914,-0.4232348,-0.079466216,-0.046315704,0.45519224,-0.17414512,-0.330066,-0.28014314,0.27893227,0.24161962,0.2285069,-0.38276017,-0.32291323,0.043652304,-0.38879037,0.21814573,0.11141761,-0.29590037,-0.35570267,0.10579163,0.18546246,0.24007954,0.4386655,-0.12564467,-0.52215195,0.42535406,0.15980922,0.33709437,-0.8483134,0.46403927,-0.15666963,0.26597142,0.26348397,0.07807801,0.30843928,0.038739838,0.08711747,-0.2719148,-0.5786095,0.14453483,-0.025085308,-0.1439398,-0.655222,0.5187792,-0.16548812,-0.10588062,0.20642026,0.5713921,0.29244378,-0.08674088,0.39644307,0.38864544,-0.1239756,0.09029843,0.7215752,0.24906549,0.07940905,-0.12649497,0.016462075,-0.06496875,1,0,1,0,0
-0.15833524,0.11697549,0.18674564,0.14715981,0.120198354,-0.57523173,0.52915287,1.1811228,-0.0708655,-0.27388132,-0.02179268,-0.43034816,0.07621441,0.042669147,0.10722957,-0.1970691,0.1639908,-0.47207886,-0.18950997,-1.1177053,0.0486502,0.2073365,0.13611835,-0.15545478,0.18811853,0.13814938,-0.18680546,-0.21438636,-0.29743624,0.045486834,0.39674836,0.16746013,0.62300354,-0.52451193,-0.2888188,0.9209507,0.263052,-0.52176774,-0.06540081,-0.62363595,0.076717526,-0.50171167,-0.08707786,-0.10423571,0.51239836,-0.26240715,-0.3123928,-0.3935985,0.35838097,0.23159353,0.21300395,-0.32465538,-0.2565943,0.06296478,-0.3153864,0.2851393,-0.023579685,-0.23895434,-0.37755403,0.14940792,0.2061196,0.27673554,0.46733773,-0.12443189,-0.6283131,0.4396095,0.08825073,0.42189375,-0.81622577,0.4765205,-0.1214085,0.3248303,0.25120786,0.09962982,0.3143959,0.0044510537,0.15569535,-0.28831333,-0.6047579,0.19465448,-0.0646829,-0.19783138,-0.7612947,0.586564,-0.23200789,-0.109276794,0.29891545,0.6723057,0.36659122,-0.17299813,0.45431584,0.430278,-0.0010459865,0.11814525,0.740833,0.1678327,0.04704172,-0.079377085,-0.1301749,-0.049234804,0,0,1,0,0
-0.07235426,0.21850763,0.18496203,0.18731949,0.14205357,-0.6188095,0.54033774,1.220421,0.060617328,-0.23121603,0.020549452,-0.45981023,0.050642394,-0.0049887765,-0.0033613658,-0.15574914,0.15636978,-0.6334289,-0.22689915,-1.1047981,0.024141409,0.29105246,0.103008725,-0.14985836,0.102850996,0.22747426,-0.25964597,-0.24133182,-0.30162072,0.15298057,0.3654717,0.12303449,0.5954557,-0.59063536,-0.36237103,0.9881463,0.24326125,-0.3855026,-0.026782302,-0.6622691,0.11370314,-0.6501025,-0.25031826,-0.19160858,0.5711035,-0.20737337,-0.4639225,-0.448113,0.43439913,0.19703405,0.30859852,-0.3645491,-0.21973467,0.009727694,-0.15602718,0.24605338,0.12453811,-0.20266524,-0.35153434,0.06660083,0.11227911,0.14439648,0.44505662,-0.075669676,-0.65215814,0.4161538,0.112918556,0.25813177,-0.801101,0.41093794,-0.1580065,0.29294363,0.17450278,0.029173288,0.31162494,-0.07646384,0.11882949,-0.29073146,-0.60403776,0.05102136,-0.086336456,-0.22232446,-0.70199645,0.6406132,-0.27416041,-0.13659677,0.18744403,0.57092786,0.42327785,-0.15960468,0.6144313,0.4415502,0.0661057,-0.00036584563,0.7380599,0.16965628,0.09539644,0.0034101263,-0.15389743,-0.083413735,1,0,0,0,0
-0.16503297,0.34599826,0.27968097,0.046942547,0.05749406,-0.64073634,0.2003511,1.3002751,0.13139072,-0.108729966,0.16352694,-0.62405527,0.030330058,0.21946728,0.0681221,-0.24118835,0.13359958,-0.59057176,-0.08605187,-1.096348,0.09921645,0.16045442,0.20504013,0.14048406,-0.11331968,0.2538905,-0.16002414,-0.12679124,-0.19540219,0.08490889,0.40249333,0.12058067,0.77033305,-0.27054584,-0.26452744,0.5716825,0.21571325,-0.59881526,-0.0344713,-0.706446,-0.028382195,-0.55687284,-0.41298243,0.06860034,0.1942169,-0.1824331,-0.5337409,-0.2775162,0.47208464,0.18701632,0.19973117,-0.49631035,0.12675717,0.062275298,-0.00012186403,0.31557918,0.04840465,-0.15496653,-0.29344144,0.08846787,0.04701237,0.11825719,0.39931697,-0.11958651,-0.46680495,0.46734494,0.011787166,0.20198482,-0.9815101,0.17241064,-0.028737994,0.4255165,0.18246296,-0.23043263,0.14828403,-0.109323815,0.2559595,-0.31247166,-0.63552207,-0.16730678,-0.08543139,0.11313904,-0.7074386,0.5910512,-0.35451487,-0.18720452,0.16188535,0.3981478,0.3362678,-0.28260264,0.70722675,0.39512146,-0.010450089,-0.048362117,0.5413533,0.27891803,0.06578779,-0.083007276,-0.10363875,-0.07832259,1,1,0,0,1
-0.21398497,0.2207725,0.115418494,-0.048284903,0.014165725,-0.7552861,0.36414966,1.2060791,-0.018853974,-0.2744787,0.026040258,-0.47594586,0.055580277,0.29799396,0.21076623,-0.17133452,0.22190538,-0.5750398,-0.13403556,-1.0950729,0.120081365,0.16544427,0.12749352,-0.18089962,0.12267602,0.15557845,-0.121865824,-0.1301698,-0.14759001,0.026586842,0.5173331,0.02601522,0.6455961,-0.49383956,-0.35565308,0.7449038,0.39004073,-0.5518574,-0.02109754,-0.6298426,-0.08346292,-0.39421266,0.03814538,-0.25203526,0.5272539,-0.22963536,-0.4847247,-0.25728285,0.18965131,0.2950007,0.121750124,-0.2089651,-0.10316977,-0.003063031,-0.28457922,0.3953818,0.045004454,-0.09160111,-0.43229106,0.19237497,0.1269274,0.17275512,0.3985735,0.07730161,-0.57265675,0.48107603,0.075508766,0.30505764,-0.86783314,0.5668179,-0.12376209,0.21483034,0.2906616,-0.008073021,0.34615204,-0.1723925,0.20602447,-0.23783553,-0.6296069,0.14380082,-0.0918227,-0.17482439,-0.82240057,0.669146,-0.1596348,-0.1670577,0.39302355,0.6103439,0.43916118,-0.20066565,0.4327595,0.3130128,-0.2360528,0.008160281,0.6367073,0.13274528,0.09463909,-0.2843259,0.05539159,-0.054612115,0,0,1,0,1
0.004048908,0.25306436,0.20425323,0.07911464,0.17885107,-0.507122,0.33559993,1.1934081,0.09066775,-0.095447466,0.06368523,-0.46342728,0.010734256,-0.044789664,-0.11554168,-0.15171394,0.19983183,-0.5184654,-0.034516875,-1.0037646,0.05319937,0.2648713,0.105076395,0.048401702,0.0988293,0.29040113,-0.32571527,-0.22252709,-0.31265017,0.08879158,0.18145205,0.2610776,0.54869443,-0.49947044,-0.24020599,0.8462553,0.0113289775,-0.46782687,-0.019031344,-0.686627,0.035728212,-0.5642984,-0.2888515,-0.0028949531,0.30734158,-0.26715708,-0.46082163,-0.3168879,0.3947704,0.25674194,0.2598071,-0.46834147,-0.20389481,0.1351947,-0.10500291,0.18827811,0.06282364,-0.25109243,-0.31951582,0.06384631,0.0986875,0.10067908,0.36860257,-0.053318746,-0.4643316,0.29710448,0.14038764,0.25256047,-0.75731593,0.40844178,-0.13617083,0.30223837,0.14144719,-0.09539385,0.16075039,0.07009618,0.13612397,-0.40608054,-0.6012057,0.05220914,-0.03783944,-0.09963282,-0.61207646,0.5530995,-0.3169061,-0.055344976,0.08433154,0.6660178,0.25304177,-0.16949199,0.60549724,0.4440988,0.08396969,0.052912753,0.64050955,0.27378055,0.041011393,-0.072197154,-0.18471871,-0.07740111,0,1,1,0,0
-0.09769701,0.094796896,0.27838477,0.23569229,0.26000282,-0.70831776,0.64416754,1.1578277,-0.17662825,-0.3489528,-0.026075043,-0.53670645,-0.033989158,0.15705721,0.17191531,-0.24795204,0.21244398,-0.5541262,-0.3122881,-1.1176803,0.07562798,0.20021924,0.14965768,-0.29093236,0.058054917,0.110342495,-0.26898092,-0.12190641,-0.2451542,0.29426923,0.57187223,0.13420546,0.6243858,-0.6033382,-0.3212103,1.0353829,0.37342224,-0.37835327,0.014213248,-0.7224024,0.030155694,-0.513199,-0.08676723,-0.17007153,0.652027,-0.1453933,-0.33597425,-0.5039325,0.41897118,0.30554894,0.1824707,-0.25708988,-0.24569172,-0.0078021744,-0.0889017,0.2466078,0.2545888,-0.057685558,-0.32457778,0.1810101,0.17737329,0.221732,0.68377435,-0.14768179,-0.7459956,0.52677536,0.27157173,0.32114628,-0.8767531,0.34490463,-0.10276912,0.11069576,0.2808941,0.08150668,0.37043273,-0.039460145,0.1315303,-0.13183486,-0.4978544,0.080284834,0.022270322,-0.17501578,-0.6046057,0.6325399,-0.04253897,-0.13530211,0.3799261,0.625919,0.42338747,-0.098399274,0.52199835,0.31498703,0.15913822,-0.1059766,0.88053405,0.09639447,0.087744415,0.0041482337,0.10844299,-0.01356397,1,0,1,0,0
